product_id,product_name,manufacturer,matched_name,matched_maker,similarity,maker_status,raw_length
381,"산채비빔밥","건농식품","산채비빔밥","(주)참맛",1.00,❌불일치,100
390,"브로콜리(냉동)","프레시플러스(주)공주제1공장","싱싱 브로콜리(냉동)","농업회사법인 주식회사 세종아란",0.73,❌불일치,14
408,"샌드 카스테라","(주)샤니","카스테라","(주)오리온 제2익산공장",0.63,❌불일치,109
409,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
410,"애플 페스트리","(주)샤니","페스트리","서울식품공업(주)",0.63,❌불일치,45
412,"정통 우동 해물맛","씨제이제일제당(주) 남원공장","해물맛 우동","한일식품(주)",0.70,❌불일치,175
427,"카레김자반","(주)삼육수산","카레김자반","농업회사법인 한백식품(주)",1.00,❌불일치,88
428,"제주백년초초콜릿","새오름영농조합법인","제주백년초초콜릿","주식회사탐나는초콜릿",1.00,❌불일치,14
435,"박하향캔디","이화제과","박하향캔디","칠성제과",1.00,❌불일치,23
453,"에티오피아 예가체프","주라꿈터","에티오피아 예가체프","코엔에프(유)",1.00,❌불일치,46
460,"웰빙오징어","참맛촌","웰빙오징어","하정식품",1.00,❌불일치,78
463,"제주감귤초콜릿","(주)제주오렌지","제주감귤초콜릿","로얄제과(주)",1.00,❌불일치,82
474,"백설군만두","씨제이제일제당(주)","백설군만두","(주)엄지식품",1.00,❌불일치,101
483,"오리고추장불고기","태하식품","올특찬 오리고추장불고기","(주)베베쿡",0.69,❌불일치,74
487,"생콩국수(냉장)","(주)면누리","생콩국수","(주)진성종합식품",0.63,❌불일치,49
500,"비빔창난젓갈","(주)정이푸드빌","비빔창난젓갈","주식회사 청아굿푸드",1.00,❌불일치,24
520,"얌얌 찰 순대","이레푸드","찰 순대","온누리식품 주식회사",0.63,❌불일치,63
533,"로얄 골드","삼진지디에프(주)","로얄 침향환 골드","(주)한미양행",0.60,❌불일치,101
558,"고려홍삼파워","경북과학대학식품공장","고려홍삼파워","(주)팜텍코리아",1.00,❌불일치,58
575,"모듬튀김도시락뉴","(주)그린키친","모듬튀김도시락","유한회사 행복예찬",0.70,❌불일치,33
584,"검은콩두부","농업회사법인 한그루(주)","검은콩두부","(주)오빌식품",1.00,❌불일치,6
587,"회초고추장","푸른식품주식회사","오늘 회초고추장","동림식품",0.67,❌불일치,59
602,"새우탕수육","주식회사참살이네푸드","새우탕수육","(주)대창식품",1.00,❌불일치,51
603,"고추잡채&꽃빵","(주)한국데리카후레쉬","고추잡채 & 꽃빵","농업회사법인(주)승화푸드",1.00,❌불일치,52
617,"마늘쫑무침","(주)더안코리아","마늘쫑무침","(주)영동식품",1.00,❌불일치,49
630,"태양초고추장(업소용)","사조산업(주) 순창공장","태양초고추장","(주)동양식품",0.64,❌불일치,98
637,"제주 녹차초콜릿","주식회사 제주내먹","녹차초콜릿","로얄제과(주)",0.67,❌불일치,66
658,"오징어육포","오천산업(주)","오징어육포","참조은식품",1.00,❌불일치,18
662,"블루베리&밀크","(주)샤니","밀크 레몬 블루베리","니블스",0.73,❌불일치,18
668,"오징어땅콩","(주)오리온 이천공장","오징어땅콩","(주)오리온 제2익산공장",1.00,❌불일치,86
705,"서래 소불고기","농업회사법인 꿀맛나는세상 주식회사","소불고기","한미푸드(주)",0.63,❌불일치,50
707,"엿기름가루","(주)에버헬스케어 농업회사법인","엿기름가루","대주식품",1.00,❌불일치,9
719,"고려홍삼골드","효림농산영농조합법인","고려홍삼골드","태웅식품(주)",1.00,❌불일치,8
738,"삼각군만두","농업회사법인(유)굿푸드","삼각군만두","신영남만두",1.00,❌불일치,40
753,"팡찌니 단호박찐빵","(주)샤니","단호박찐빵","주)한살림우리밀제과",0.60,❌불일치,40
754,"깐마늘장아찌","청아원(주)","깐마늘장아찌","(주)녹선",1.00,❌불일치,59
759,"OK 철판군만두","나래식품주식회사","철판군만두","농업회사법인(유)굿푸드",0.67,❌불일치,119
760,"박하향캔디","이화제과","박하향캔디","칠성제과",1.00,❌불일치,23
769,"메밀부침가루40%","(주)타래박","메밀부침가루45","봉평원",0.64,❌불일치,7
777,"쇠고기 육포","(주)청미식품","쇠고기 육포","주식회사다원F&B",1.00,❌불일치,94
779,"치킨소스골드 매운맛","주식회사청우식품","치킨소스골드(매운맛)","농업회사법인 리치푸드시스템(주)",1.00,❌불일치,121
790,"다예 구절초차","함양지리산다원","구절초차","수미다정 영농조합법인",0.63,❌불일치,6
816,"등심탕수육","(주)육화원 에프앤디","등심탕수육","(주)화인푸드",1.00,❌불일치,69
825,"차가버섯골드","바이셀","차가버섯골드진액","참유원 주식회사",0.60,❌불일치,26
839,"들깨 가루","늘품&제이","다들림 들깨 가루","주식회사 다들림푸드",0.60,❌불일치,6
843,"사각사각배","롯데칠성음료(주)","사각사각배","주식회사 네이처셀 칠곡공장",1.00,❌불일치,36
849,"15곡미숫가루","오성식품","15곡미숫가루","삼령식품",1.00,❌불일치,75
862,"제주하르방백년초초콜릿","주식회사올레둘레","제주하르방백년초초콜릿","주식회사탐나는초콜릿",1.00,❌불일치,12
864,"제주감귤제리","탑푸드","제주감귤제리","일광제과",1.00,❌불일치,59
875,"함박스테이크","대상(주) 단양공장","함박스테이크","주식회사 삼립 서천공장",1.00,❌불일치,144
879,"치즈앤치즈","주식회사삼립","치즈앤치즈","서울식품공업(주)",1.00,❌불일치,54
883,"김치찐만두","농업회사법인(유)굿푸드","김치찐만두","(주)풀그린",1.00,❌불일치,122
886,"검은 참깨","(주)대양식품","검은 참깨","신용식품",1.00,❌불일치,8
888,"우리밀 미니콘핫도그","주식회사 기업과사람들","우리밀 미니핫도그","에바다푸드시스템",0.62,❌불일치,64
895,"양념갈매기살","산과들에프엔씨","양념갈매기살소스","주식회사 한송이푸드",0.60,❌불일치,46
898,"숯불 바베큐맛김","수형식품 유한회사","바베큐맛김","해송식품 유한회사",0.67,❌불일치,32
930,"무뼈닭발(닭발)","제일식품","무뼈닭발","선인발효식품",0.71,❌불일치,42
943,"돈까스소스","(주)푸디노에프앤디","돈까스소스","한국에스비식품(주)",1.00,❌불일치,111
948,"박하맛캔디","동아제과","박하맛캔디","칠성제과",1.00,❌불일치,29
956,"두메산골 칡","(주)금강비앤에프","두메산골","(주)섬강식품",0.71,❌불일치,40
970,"단팥페스트리","(주)샤니","단팥페스트리","(주)청아냉동식품",1.00,❌불일치,55
979,"천수만 전통생강한과","천수만전통생강한과","전통생강한과","대호한과",0.64,❌불일치,18
981,"광천올리브녹차김","(주)삼육수산","광천올리브녹차김","농업회사법인 주식회사 거해",1.00,❌불일치,36
986,"소고기고추장","(주)현대푸드시스템","소고기고추장","부연식품",1.00,❌불일치,29
987,"호두, 아몬드, 해바라기 율무차","일동후디스(주)","아몬드,호두,율무차","(주)오뚜기",0.69,❌불일치,75
997,"부드러운 함박스테이크","(주)미가온푸드","부드러운함박스테이크","(주)현대그린푸드 스마트푸드센터",0.64,❌불일치,22
1008,"블루베리머핀(냉동)","(주)그라찌에파티쉐","블루베리머핀(냉동)","주식회사 케익모아",1.00,❌불일치,54
1011,"허니버터브레드","(주)비케이알코리아","허니버터브레드","(주)다옴베이크",1.00,❌불일치,29
1018,"고려홍삼분말","(주)고려바이오홍삼","고려홍삼분말 한수위","(주)믿음의나무 농업회사법인",0.64,❌불일치,7
1034,"송편(호박/기피)","(주)예당식품","송편(호박)","태승식품",0.67,❌불일치,32
1037,"고려홍삼캔디","이화제과","고려홍삼캔디","일광제과",1.00,❌불일치,41
1051,"포도맛캔디","로얄제과(주)","포도맛캔디","일광제과",1.00,❌불일치,76
1068,"햇살드리맛김","청수영어조합법인","햇살드리맛김치","(주)토속",0.67,❌불일치,36
1087,"자일리톨 C","(주)한미양행","자일리톨","(주)보락",0.71,❌불일치,6
1097,"카우보이 스낵","세계식품주식회사","카우보이","브루어리을를",0.63,❌불일치,26
1117,"오리불고기","(주)씨지엠","오리불고기","당근푸드",1.00,❌불일치,30
1130,"연세 유기농두유","연세대학교 연세유업","유기농두유","성연식품주식회사",0.67,❌불일치,33
1141,"로즈마리(홀)","(주)뚜레반","로즈마리","서울식품공업(주)",0.71,❌불일치,536
1143,"검정콩조림","(주)한스비앤에프 단양지점","검정콩조림","(주)유창상사",1.00,❌불일치,15
1146,"클래식 넛츠","(주)오리온 제3익산공장","클래식 넛츠 타르트","주식회사신세계푸드천안공장",0.64,❌불일치,103
1153,"순살치킨까스","(주)신화푸드","순살치킨까스","신미식품",1.00,❌불일치,79
1154,"삼호 부산어묵 종합","씨제이 씨푸드 주식회사","부산어묵 종합","(주)늘푸른바다",0.73,❌불일치,111
1164,"땅콩버터구이오징어(채)","(주)신원종합상사","땅콩버터구이오징어","(주)현복식품",0.83,❌불일치,95
1176,"빅 함박스테이크","주식회사 태림에프웰","함박스테이크","주식회사 삼립 서천공장",0.78,❌불일치,144
1177,"스파게티면","주식회사 오뚜기","스파게티면","(주)피피이씨음성생면",1.00,❌불일치,15
1184,"티오 아이스티 복숭아맛","동서식품(주)","아이스티 티오 복숭아","신우식품 주식회사",0.79,❌불일치,56
1189,"삼육두유 검은콩칼슘","네이처세븐","삼육두유 검은콩칼슘","삼육식품",1.00,❌불일치,108
1204,"누룽지향캔디","(주)한일제과","누룽지향캔디","고려식품",1.00,❌불일치,42
1208,"키위에이드","세준푸드 농업회사법인 주식회사","키위에이드","태웅식품(주)",1.00,❌불일치,85
1210,"고구마고로케","(주)대흥푸드","고구마고로케","부산어묵 초량식품",1.00,❌불일치,55
1212,"오징어무말랭이","(주)도들샘F","오징어무말랭이","유민식품 농업회사법인 주식회사",1.00,❌불일치,26
1214,"딸기크림샌드","(주)샤니","딸기크림샌드","그린에프앤비",1.00,❌불일치,43
1225,"브레딩 믹스","(주)포앤그린","핫 브레딩 믹스","(주)서일코퍼레이션",0.78,❌불일치,16
1289,"춘천닭갈비 조리용","(주)정미푸드","춘천닭갈비","탄도리푸드서비스",0.60,❌불일치,20
1290,"부산어묵 평","주식회사 늘푸른바다","부산어묵 평","(주)부산세광식품",1.00,❌불일치,86
1291,"참좋은 쏘이커틀렛","주식회사 쏘이마루","쏘이커틀렛","(주)베지푸드",0.60,❌불일치,71
1295,"구운김밥김","(주)대양식품","구운김밥김","삼영해태화입",1.00,❌불일치,6
1301,"프리미엄 콩고물","(주)고려푸드뱅크","프리미엄 콩고물","고려식품",1.00,❌불일치,23
1307,"옥이 총각김치","주식회사 옥종합식품","총각김치","농업회사법인구미협동식품합명회사",0.63,❌불일치,58
1318,"아이키커 포도","(주)한국인삼공사","아이키커 포도","(주)엠에스씨",1.00,❌불일치,77
1348,"폴라포포도","해태제과식품(주)","폴라포포도","빙그레 경산공장",1.00,❌불일치,99
1355,"뚝배기불고기","농업회사법인 다모아식품 주식회사","뚝배기불고기","선미식품",1.00,❌불일치,108
1366,"현미떡국떡","농업회사법인(주)우리식품","국내산 현미떡국떡","현대식품",0.60,❌불일치,12
1370,"프리미엄 포도","(주)엠에스씨","프리미엄 포도즙","주식회사 강원식품",0.70,❌불일치,14
1392,"어성초 분말","농업법인 주식회사 미산약초농장","어성초 분말","선경바이오",1.00,❌불일치,6
1405,"청포도캔디","롯데웰푸드(주)","청포도캔디","(주)성호제과",1.00,❌불일치,54
1422,"아마존 파머 아사이베리","(주)유유헬스케어","아마존 리얼 아사이베리","농업회사법인주식회사에프앤비바이오",0.60,❌불일치,18
1429,"다꼬야끼소스","이엔푸드","다꼬야끼소스","(주)유니푸드",1.00,❌불일치,74
1441,"오징어불고기","(주)산무리","오징어불고기","명성식품",1.00,❌불일치,72
1446,"대천재래김","동이김","대천재래김","주식회사 광천김 제2공장",1.00,❌불일치,19
1452,"명품갈비탕","(주)타스테코","명품갈비탕","주식회사푸드스토아",1.00,❌불일치,143
1471,"버터오징어","홍익식품","버터오징어","(주)정화식품상사",1.00,❌불일치,185
1472,"초코칩머핀","(주)아밀","초코칩머핀","(주)샤니",1.00,❌불일치,80
1489,"치즈오징어","(주)바다동네사람들","치즈오징어","금한산업",1.00,❌불일치,107
1503,"웰빙고추양념장","(주)한국뉴트리","웰빙고추양념장","인정원전통식품",1.00,❌불일치,18
1518,"간장꽃게장","주식회사 청아굿푸드","간장꽃게장","유민식품 농업회사법인 주식회사",1.00,❌불일치,26
1524,"천수만 전통생강한과","천수만전통생강한과","전통생강한과","대호한과",0.64,❌불일치,18
1530,"바나나라떼파우다","(주)한미에프쓰리","바나나라떼파우더","주식회사 엔아이에프",0.64,❌불일치,192
1547,"오징어(채)","해주씨푸드 주식회사","오징어","주식회사신성물산",0.67,❌불일치,63
1548,"돼지양념갈비","태하식품","돼지양념갈비소스","주식회사 바로에프에스",0.60,❌불일치,135
1564,"유기농 옥수수차","(주)제이앤푸드","유기농 감로 옥수수차","농업회사법인 감로700(주)제1공장",0.75,❌불일치,10
1573,"고려홍삼파워","고려인삼과학(주)","고려홍삼파워","(주)팜텍코리아",1.00,❌불일치,58
1584,"삼각주먹밥용포장김","삼해상사(주)부안공장","삼각주먹밥용포장김","삼해상사(주)부안2공장",1.00,❌불일치,23
1592,"차가버섯차","(주)명신","차가버섯차","티타임 주식회사",1.00,❌불일치,6
1605,"광천토굴새우젓","어업회사법인 광천토굴 주식회사","광천토굴새우젓","광천수산",1.00,❌불일치,9
1606,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
1609,"떡볶이 소스","와이앤제이푸드","떡볶이 소스","주식회사 오뚜기",1.00,❌불일치,122
1610,"닭발엑기스","연천농장식품","닭발엑기스","동의명가",1.00,❌불일치,25
1652,"친환경 파래구이김","(주)에이뷰","파래구이김","만전식품(주)",0.60,❌불일치,31
1662,"종합마카로니","(주)맛고을식품","종합마카로니세트","(주)진성앤푸드원",0.60,❌불일치,25
1665,"한우사골고기곰탕","농업회사법인 주식회사 비젼푸드","한우사골고기곰탕","(주)델리신지앤아이",1.00,❌불일치,23
1710,"고추장소스","한과나라","고추장소스","오뚜기에스에프(주)",1.00,❌불일치,120
1718,"초화림 간장깻잎지","(주)초화림","간장깻잎지","(주)유창상사",0.60,❌불일치,22
1739,"치즈돈까스","돈까스뱅크(주)","치즈돈까스","해피종합식품",1.00,❌불일치,24
1743,"백제명가 산삼배양근추출액","백제명가영농조합법인","산삼배양근추출액","(주)화인내츄럴",0.64,❌불일치,10
1744,"블루베리음료","(주)웰팜","블루베리음료","(주)스위트코리아",1.00,❌불일치,40
1750,"한우샤브샤브","(주)건화","한우샤브샤브덮밥","(주)에코맘의 산골이유식",0.60,❌불일치,63
1761,"고려홍삼정","(주)고려바이오홍삼","고려홍삼정","농업회사법인(주)참한삼",1.00,❌불일치,9
1764,"돼지왕구이용","(주)고향미트","돼지왕구이","(주)오래푸드",0.63,❌불일치,18
1775,"웰빙오징어","참맛촌","웰빙오징어","하정식품",1.00,❌불일치,78
1795,"우리쌀로 만든 맛있는 누룽지","농업회사법인(주)한국라이스텍","우리쌀로 만든 별미식 누룽지","농업회사법인(주)한도",0.60,❌불일치,17
1798,"마늘고추장","농업회사법인(주)단양농특산","마늘고추장","유한회사 행복한밥상",1.00,❌불일치,48
1801,"냠냠쭈꾸미볶음","(주)엔엔씨","냠냠쭈꾸미볶음","남양",1.00,❌불일치,7
1811,"즉석미역국","씨제이제일제당주식회사","즉석미역국","동림푸드(주)",1.00,❌불일치,76
1824,"땅콩카라멜","(주)크라운제과진천공장","땅콩카라멜","한양제과주식회사",1.00,❌불일치,161
1838,"춘천닭갈비","춘천닭갈비영농조합법인","춘천닭갈비","탄도리푸드서비스",1.00,❌불일치,20
1849,"호리호리 신당동 쌀떡볶이","(주)송학식품(제1공장)","신당동 호리호리 밀떡볶이","한봄식품 주식회사",0.65,❌불일치,19
1869,"어성초 분말","농업법인 주식회사 미산약초농장","어성초 분말","선경바이오",1.00,❌불일치,6
1873,"노루궁뎅이버섯 발효액","(주)다빔솔루션","노루궁뎅이버섯","화개다농회 탑리 작목반",0.67,❌불일치,11
1878,"볶음콩가루","삼진식품","볶음콩가루","(주)청솔에프앤비",1.00,❌불일치,6
1900,"김치라면밥","건농식품","김치라면밥","농업회사법인주식회사 두리두리",1.00,❌불일치,20
1903,"모듬꼬치어묵","(주)남부식품","모듬꼬치어묵","청선(주)",1.00,❌불일치,15
1906,"블루베리오리바베큐","장안푸드","블루베리오리바베큐시즈닝","T&J푸드",0.64,❌불일치,71
1908,"개똥쑥 환","농업법인 주식회사 미산약초농장","개똥쑥 환","자연식품",1.00,❌불일치,11
1920,"쭈꾸미불고기","(주)미트뱅크","쭈꾸미불고기","젤존푸드(주)",1.00,❌불일치,68
1923,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
1936,"아이스 원두커피 (아메리카노)","(주)아로마빌커피","아이스 아메리카노","(주)엠에스씨",0.64,❌불일치,48
1943,"세성 동그랑땡","(주)세성","동그랑땡","한성기업(주)",0.63,❌불일치,111
1949,"오리엔탈드레싱","(주)사랑과정성","오리엔탈드레싱","대상(주)기흥공장",1.00,❌불일치,113
1966,"굴소스-1","(주)사랑과정성","굴소스-1","(주)삼진푸드",1.00,❌불일치,66
1978,"홍삼 라이스크런치","주식회사 초코비","라이스크런치","신비푸드",0.70,❌불일치,11
1979,"땅콩맛캔디","동아제과","땅콩맛캔디","그린제과",1.00,❌불일치,44
1986,"고려홍삼차","(주)고려바이오홍삼","고려홍삼차","주식회사백천바이오텍(Biotech)",1.00,❌불일치,10
1995,"플레인 베이글(생지)","구스F&B(주) 1공장","플레인 베이글(생지)","라메르판지 비앤알",1.00,❌불일치,46
2001,"요리박사홍게맛간장소스","바론식품 주식회사","요리박사홍게맛간장소스","홍일식품 2공장",1.00,❌불일치,89
2012,"김정환홍삼젤리","풍기인삼공사영농조합법인제2공장","김정환홍삼젤리","달곰씨앤에프",1.00,❌불일치,43
2019,"웰빙현미스낵","(주)대영지에프","웰빙현미스낵","다솔푸드",1.00,❌불일치,16
2038,"수제등심돈까스","(주)미가온푸드","수제등심돈까스","텔푸드",1.00,❌불일치,37
2042,"엔요 블루베리","매일유업(주) 경산공장","블루베리","풀무원건강생활(주)",0.63,❌불일치,37
2054,"오징어 채","주식회사 길조","오징어","주식회사신성물산",0.67,❌불일치,63
2062,"행복찬미 느타리버섯볶음","농업회사법인 주식회사 초록들","느타리버섯볶음","롯데용인CK 주식회사",0.62,❌불일치,22
2064,"소불고기 양념","주식회사 오뚜기","소불고기 양념","(주)모두랑",1.00,❌불일치,77
2070,"도토리 묵1","남한산성식품","도토리 묵","제일식품",0.63,❌불일치,10
2079,"불고기버거","주식회사 웰던에프에스","불고기버거","(주) 그린델리카",1.00,❌불일치,25
2099,"양념오돌뼈","(주)한성푸드","양념오돌뼈","(주)엠엔지식품",1.00,❌불일치,62
2104,"돼지왕갈비","애플푸드","돼지왕갈비","(주)드림팟",1.00,❌불일치,115
2116,"마카다미아초코볼","롯데웰푸드(주)","마카다미아초코볼","(주)선명농수산 대소��점",1.00,❌불일치,38
2133,"버터구이오징어","(주)신원종합상사","버터구이오징어","범양식품",1.00,❌불일치,35
2136,"순더함 쌀조청","정남영농조합법인(제1공장)","순더함 쌀조청","정남영농조합법인(제2공장)",1.00,❌불일치,6
2138,"L-카르니틴 커피","코스맥스엔비티(주)","L-카르니틴","(주)유유헬스케어",0.70,❌불일치,12
2185,"과일맛젤리","신성제과","과일맛젤리(포도)","거제사슴영농조합법인",0.67,❌불일치,51
2207,"종합찹쌀한과","명승제과","종합찹쌀한과","제일제과",1.00,❌불일치,43
2227,"키틴콜라겐플러스","(주)한풍네이처팜 제2공장","키틴콜라겐플러스","(주)비오팜",1.00,❌불일치,53
2244,"고구마루 말랭이","농업회사법인 팜드림 주식회사","고구마 말랭이","062커피로스터스",0.70,❌불일치,33
2245,"햄버거식빵","(주)엠제이푸드","햄버거식빵","(유)목양",1.00,❌불일치,29
2248,"커포션 아메리카노 스위트","코엔에프(유)","스위트 아메리카노","(주)대상다이브스 이천공장",0.71,❌불일치,16
2257,"뷰티 클레오파트라","(주)삼아인터내셔날","클레오파트라","맛나푸드 주식회사",0.70,❌불일치,24
2259,"어성초엑기스","(주)청명자연과학","어성초엑기스","황금밭영농조합법인",1.00,❌불일치,8
2274,"뜰애담 떡볶이","(주)중원명가유통","뜰애담 떡볶이","농업회사법인 (유)효림원",1.00,❌불일치,11
2282,"동원보성녹차","(주)동원F&B","동원보성녹차","주식회사 보성녹차인 1공장",1.00,❌불일치,34
2297,"(수출)블루베리머핀","씨제이푸드빌주식회사","블루베리머핀","서울식품공업(주)",0.70,❌불일치,53
2298,"고구마돈까스","(주)도나고","고구마돈까스","해피종합식품",1.00,❌불일치,38
2312,"초화림 마늘종무침","(주)초화림","마늘종무침","농업회사법인(주)착한식품",0.60,❌불일치,83
2321,"6년근홍삼","보령제약(주)","6년근홍삼","태웅식품(주)",1.00,❌불일치,135
2322,"오삼불고기","엔젤식품","오삼불고기","(주)뽀뽀뜨",1.00,❌불일치,71
2338,"고들빼기무침","주식회사 생향 임실지점","고들빼기무침","한양식품",1.00,❌불일치,66
2362,"과일촌 오렌지100","해태에이치티비주식회사","오렌지100","롯데칠성음료(주)",0.64,❌불일치,30
2367,"부산어묵특천","(주)남부식품","부산어묵특천","부산대원식품주식회사",1.00,❌불일치,79
2371,"멍게 젓갈","경해식품미더덕영어조합법인","멍게 젓갈","진미씨푸드",1.00,❌불일치,36
2394,"무말랭이무침","(주)더안코리아","무말랭이무침","(주)영동식품",1.00,❌불일치,87
2432,"하이오메가아마인유","라온푸드","하이오메가아마인유","삼양사",1.00,❌불일치,17
2435,"매실명가 고추장장아찌","(주)송광매원 제2공장","매실향기 고추장장아찌","하동매실농장",0.60,❌불일치,11
2442,"푸루구나 블루베리요거트","주식회사 제나","블루베리요거트","(주)소스텍",0.62,❌불일치,73
2454,"대천재래파래김","동이김","대천재래파래김","주식회사 광천김 제2공장",1.00,❌불일치,21
2478,"돼지양념갈비","태하식품","돼지양념갈비소스","주식회사 바로에프에스",0.60,❌불일치,135
2481,"프리미엄 모카 커피믹스","한국맥널티주식회사","프리미엄 모카골드 커피믹스","주식회사 에이진",0.75,❌불일치,40
2486,"폴라포스포츠","해태제과식품(주)","폴라포스포츠","빙그레 경산공장",1.00,❌불일치,88
2505,"동원보성녹차","(주)동원F&B","동원보성녹차","주식회사 보성녹차인 1공장",1.00,❌불일치,34
2515,"부산어묵 사각","(주)동원F＆B","부산어묵 사각","(주)사조대림",1.00,❌불일치,87
2516,"크림소스HF-1","한마루푸드","크림소스-1","(주)진성에프엠",0.60,❌불일치,122
2523,"이천 블루베리","(주)극동한방제약","블루베리","풀무원건강생활(주)",0.63,❌불일치,37
2531,"땅콩카라멜","쌀로만제과","땅콩카라멜","한양제과주식회사",1.00,❌불일치,161
2556,"수제마늘빵","(주)자미원","수제마늘빵(반제)","나준베이커리",0.67,❌불일치,37
2564,"백설군만두","씨제이제일제당(주)","백설군만두","(주)엄지식품",1.00,❌불일치,101
2579,"오미자꿀차","농업회사법인주식회사제주자연식품","오미자꿀차","(주)한국양봉산업",1.00,❌불일치,10
2588,"무뼈양념닭발","태하식품","무뼈양념닭발","부연식품",1.00,❌불일치,6
2590,"일반미떡국떡","(주)송학식품(제1공장)","일반미떡국","천일제면",0.63,❌불일치,11
2626,"담채원 열무물김치","농업회사법인주식회사담채원","열무물김치","(주)유창상사",0.60,❌불일치,41
